,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,STATUS,P_CLUSTERS
87,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
88,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
89,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
90,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
91,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
92,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
93,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
94,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
95,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
96,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
97,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
98,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
99,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
100,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
101,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
102,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
103,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
104,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
105,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
106,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
107,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
108,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
109,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
110,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
111,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
112,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
113,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
114,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
115,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,7,0
116,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
117,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
118,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
119,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
120,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
121,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
122,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
123,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
124,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6,0
125,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7,1
126,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7,1
127,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7,1
128,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7,1
129,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7,1
130,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7,1
131,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7,1
132,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7,1
133,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7,1
134,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,6,0
135,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,7,0
136,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,7,0
137,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,0,0
138,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,0,1
139,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6,1
140,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6,1
141,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,0,1
142,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6,1
143,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6,1
144,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,7,1
145,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,7,1
146,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,7,1
147,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,7,1
148,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,0,1
149,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,0,1
150,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,7,1
151,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,7,1
152,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,0,1
153,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,0,1
154,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,7,1
155,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,6,1
156,0,0,1,0,112500,1,4,1,1,22319,0,1,0,0,0,2,6,1
157,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7,1
158,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7,1
159,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7,1
160,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7,1
161,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,6,1
162,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7,1
163,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7,0
164,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7,0
165,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,0,0
166,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7,0
167,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7,0
168,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7,0
169,0,1,1,0,270000,4,1,1,1,10628,828,1,0,0,1,2,7,0
170,0,1,1,0,270000,4,1,1,1,10628,828,1,0,0,1,2,7,0
171,1,1,1,0,157500,4,4,1,1,9927,828,1,0,0,0,2,6,1
172,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
173,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
174,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
175,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
176,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
177,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
178,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
179,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
180,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
181,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7,1
182,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6,0
183,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,7,0
184,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,0,0
185,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6,0
186,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6,0
187,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6,0
188,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6,0
189,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6,0
190,0,1,1,0,270000,0,4,1,1,19861,10843,1,0,0,1,2,7,0
191,0,1,1,0,270000,0,4,1,1,19861,10843,1,0,0,1,2,6,0
192,0,1,1,0,225000,0,4,1,1,14450,2777,1,0,0,0,2,7,0
193,0,1,1,0,225000,0,4,1,1,14450,2777,1,0,0,0,2,7,0
194,0,0,1,0,315000,4,4,3,1,10554,1194,1,0,0,0,1,7,0
195,0,0,1,0,315000,4,4,3,1,10554,1194,1,0,0,0,1,7,0
196,0,0,0,0,255150,1,2,0,4,18682,0,1,0,0,0,2,7,0
197,0,0,0,0,255150,1,2,0,4,18682,0,1,0,0,0,2,6,0
198,0,0,0,0,255150,1,2,0,4,18682,0,1,0,0,0,2,7,0
199,0,0,0,0,255150,1,2,0,4,18682,0,1,0,0,0,2,7,0
200,0,0,0,0,255150,1,2,0,4,18682,0,1,0,0,0,2,7,0
201,0,0,0,0,255150,1,2,0,4,18682,0,1,0,0,0,2,7,0
202,0,0,1,2,157500,4,4,3,1,14326,555,1,0,0,0,3,7,1
203,0,0,1,2,157500,4,4,3,1,14326,555,1,0,0,0,3,7,1
204,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7,1
205,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7,1
206,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7,1
207,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7,1
208,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7,1
209,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7,1
210,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6,0
211,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6,0
212,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6,0
213,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6,0
214,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,7,0
215,1,0,1,0,202500,4,4,3,1,8861,889,1,1,0,0,1,0,0
216,1,0,1,0,202500,4,4,3,1,8861,889,1,1,0,0,1,0,0
217,0,1,1,0,112500,0,4,3,1,7489,797,1,0,1,1,1,7,1
218,0,0,1,0,94500,1,1,1,1,22331,0,1,0,1,0,2,0,1
219,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
220,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
221,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
222,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
223,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
224,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
225,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
226,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
227,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7,0
228,0,1,1,0,270000,0,2,0,2,10264,3173,1,0,1,1,2,7,0
229,0,1,1,0,270000,0,2,0,2,10264,3173,1,0,1,1,2,7,0
230,0,1,1,1,450000,2,1,1,1,17726,708,1,0,1,1,3,0,2
231,0,1,1,1,450000,2,1,1,1,17726,708,1,0,1,1,3,7,2
232,1,0,1,1,180000,4,4,1,5,14122,1286,1,0,0,0,3,6,0
233,0,0,1,0,112500,4,1,0,1,10064,3173,1,0,0,1,2,6,1
234,0,0,1,0,112500,4,1,0,1,10064,3173,1,0,0,1,2,6,1
235,0,0,1,0,112500,4,1,0,1,10064,3173,1,0,0,1,2,7,1
236,1,0,1,0,90000,4,4,1,1,20531,5730,1,0,0,0,2,7,1
237,1,0,1,0,90000,4,4,1,1,20531,5730,1,0,0,0,2,0,1
238,1,1,0,2,202500,0,1,1,1,14730,2989,1,0,0,0,4,7,0
239,1,1,0,2,202500,0,1,1,1,14730,2989,1,0,0,0,4,7,0
240,1,1,1,0,247500,4,4,1,1,12628,4025,1,0,0,0,2,0,0
241,1,1,1,1,765000,4,1,1,1,12197,1194,1,1,0,0,3,1,2
242,1,1,1,1,765000,4,1,1,1,12197,1194,1,1,0,0,3,0,2
243,1,1,1,1,765000,4,1,1,1,12197,1194,1,1,0,0,3,0,2
244,0,0,1,1,270000,0,4,1,1,13679,4391,1,0,0,1,3,7,0
245,0,0,1,1,270000,0,4,1,1,13679,4391,1,0,0,1,3,7,0
246,0,0,1,1,270000,0,4,1,1,13679,4391,1,0,0,1,3,7,0
247,0,0,1,0,315000,4,1,2,1,13271,555,1,0,0,0,1,7,0
248,0,0,1,0,315000,4,1,2,1,13271,555,1,0,0,0,1,7,0
249,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7,1
250,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7,1
251,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7,1
252,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7,1
253,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7,1
254,1,0,1,0,360000,0,4,1,1,15321,2747,1,0,0,0,2,0,0
255,1,0,1,0,360000,0,4,1,1,15321,2747,1,0,0,0,2,6,0
256,0,0,1,0,112500,0,1,1,1,8842,312,1,0,0,1,2,1,1
257,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
258,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7,1
259,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
260,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
261,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
262,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7,1
263,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
264,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7,1
265,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
266,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7,1
267,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
268,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
269,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7,1
270,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6,1
271,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,7,2
272,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,6,2
273,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,7,2
274,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,6,2
275,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,7,2
276,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,7,2
277,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,7,2
278,1,0,1,0,382500,1,4,4,1,21673,0,1,0,0,0,1,7,2
279,0,0,0,0,135000,4,4,0,1,9657,1560,1,1,1,0,2,6,1
280,0,0,0,0,135000,4,4,0,1,9657,1560,1,1,1,0,2,6,1
281,1,1,0,0,225000,1,4,0,1,18289,0,1,0,0,0,2,6,0
282,1,1,0,0,225000,1,4,0,1,18289,0,1,0,0,0,2,7,0
283,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6,0
284,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6,0
285,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6,0
286,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6,0
287,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6,0
288,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
289,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
290,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
291,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
292,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
293,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
294,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
295,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
296,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
297,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
298,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,6,0
299,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7,0
300,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0,1
301,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0,1
302,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0,1
303,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0,1
304,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0,1
305,0,1,0,0,144000,1,4,1,1,22877,0,1,0,1,1,2,6,1
306,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7,0
307,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7,0
308,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,6,0
309,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7,0
310,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7,0
311,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,6,0
312,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7,0
313,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,1,0
314,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,0,0
315,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6,0
316,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,7,0
317,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6,0
318,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6,0
319,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6,0
320,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6,0
321,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
322,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
323,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,6,0
324,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
325,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,0,0
326,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
327,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,0,0
328,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
329,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
330,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
331,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
332,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,1,0
333,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7,0
