ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,STATUS
5008938,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6
5008939,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6
5008940,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6
5008941,0,0,1,0,297000,0,4,3,4,15519,3234,1,0,0,0,1,6
5008942,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7
5008943,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7
5008944,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7
5008945,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7
5008946,0,0,0,0,157500,0,1,1,1,13642,4846,1,0,1,0,2,7
5008947,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7
5008948,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7
5008949,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7
5008950,1,0,1,0,135000,4,4,1,1,15484,1408,1,1,1,0,2,7
5008951,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,6
5008952,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,7
5008953,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,7
5008954,1,0,1,1,225000,4,4,1,1,10321,2808,1,0,0,0,3,0
5008955,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,0
5008956,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6
5008957,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6
5008958,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,0
5008959,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6
5008960,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,6
5008962,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,7
5008963,0,1,1,0,135000,4,4,1,1,17785,1712,1,0,0,0,2,7
5008966,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,7
5008967,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,7
5008971,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,0
5008973,1,0,1,0,157500,4,4,1,1,16027,889,1,0,1,0,2,0
5008974,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,7
5008975,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,7
5008976,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,0
5008977,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,0
5008978,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,7
5008979,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,6
5008980,0,0,1,0,112500,1,4,1,1,22319,365243,1,0,0,0,2,6
5008981,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7
5008983,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7
5008984,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7
5008986,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7
5008987,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,6
5008988,1,1,1,0,112500,2,4,1,1,20874,2381,1,0,1,0,2,7
5008991,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7
5008992,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7
5008993,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,0
5008994,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7
5008995,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7
5112861,0,1,1,0,270000,4,4,2,1,16582,1194,1,1,1,0,1,7
5008998,0,1,1,0,270000,4,1,1,1,10628,828,1,0,0,1,2,7
5008999,0,1,1,0,270000,4,1,1,1,10628,828,1,0,0,1,2,7
5009000,1,1,1,0,157500,4,4,1,1,9927,828,1,0,0,0,2,6
5009001,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009002,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009005,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009006,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009007,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009008,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009009,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009010,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009012,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009014,1,0,1,0,166500,4,4,1,1,18926,6276,1,1,1,0,2,7
5009016,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6
5009018,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,7
5009019,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,0
5009020,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6
5009022,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6
5009023,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6
5009024,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6
5009025,0,0,1,2,216000,2,1,1,1,15444,3112,1,0,0,1,4,6
5009027,0,1,1,0,270000,0,4,1,1,19861,10843,1,0,0,1,2,7
5112862,0,1,1,0,270000,0,4,1,1,19861,10843,1,0,0,1,2,6
5009028,0,1,1,0,225000,0,4,1,1,14450,2777,1,0,0,0,2,7
5009029,0,1,1,0,225000,0,4,1,1,14450,2777,1,0,0,0,2,7
5009031,0,0,1,0,315000,4,4,3,1,10554,1194,1,0,0,0,1,7
5009032,0,0,1,0,315000,4,4,3,1,10554,1194,1,0,0,0,1,7
5009033,0,0,0,0,255150,1,2,0,4,18682,365243,1,0,0,0,2,7
5009034,0,0,0,0,255150,1,2,0,4,18682,365243,1,0,0,0,2,6
5009035,0,0,0,0,255150,1,2,0,4,18682,365243,1,0,0,0,2,7
5009036,0,0,0,0,255150,1,2,0,4,18682,365243,1,0,0,0,2,7
5009037,0,0,0,0,255150,1,2,0,4,18682,365243,1,0,0,0,2,7
5009038,0,0,0,0,255150,1,2,0,4,18682,365243,1,0,0,0,2,7
5009039,0,0,1,2,157500,4,4,3,1,14326,555,1,0,0,0,3,7
5009040,0,0,1,2,157500,4,4,3,1,14326,555,1,0,0,0,3,7
5009042,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7
5009043,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7
5009044,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7
5009045,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7
5009046,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7
5009047,0,0,1,0,148500,4,1,1,1,17641,889,1,0,0,0,2,7
5009050,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6
5009051,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6
5009052,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6
5009053,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,6
5009055,0,0,1,2,202500,4,1,1,1,10997,2289,1,0,0,1,4,7
5009056,1,0,1,0,202500,4,4,3,1,8861,889,1,1,0,0,1,0
5009057,1,0,1,0,202500,4,4,3,1,8861,889,1,1,0,0,1,0
5009058,0,1,1,0,112500,0,4,3,1,7489,797,1,0,1,1,1,7
5009060,0,0,1,0,94500,1,1,1,1,22331,365243,1,0,1,0,2,0
5009062,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009063,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009064,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009065,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009066,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009067,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009068,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009069,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009070,1,1,1,0,315000,4,4,0,1,10450,2077,1,0,0,0,2,7
5009071,0,1,1,0,270000,0,2,0,2,10264,3173,1,0,1,1,2,7
5009072,0,1,1,0,270000,0,2,0,2,10264,3173,1,0,1,1,2,7
5009074,0,1,1,1,450000,2,1,1,1,17726,708,1,0,1,1,3,0
5009075,0,1,1,1,450000,2,1,1,1,17726,708,1,0,1,1,3,7
5009078,1,0,1,1,180000,4,4,1,5,14122,1286,1,0,0,0,3,6
5009079,0,0,1,0,112500,4,1,0,1,10064,3173,1,0,0,1,2,6
5009080,0,0,1,0,112500,4,1,0,1,10064,3173,1,0,0,1,2,6
5009081,0,0,1,0,112500,4,1,0,1,10064,3173,1,0,0,1,2,7
5009083,1,0,1,0,90000,4,4,1,1,20531,5730,1,0,0,0,2,7
5009084,1,0,1,0,90000,4,4,1,1,20531,5730,1,0,0,0,2,0
5009088,1,1,0,2,202500,0,1,1,1,14730,2989,1,0,0,0,4,7
5009089,1,1,0,2,202500,0,1,1,1,14730,2989,1,0,0,0,4,7
5009090,1,1,1,0,247500,4,4,1,1,12628,4025,1,0,0,0,2,0
5009092,1,1,1,1,765000,4,1,1,1,12197,1194,1,1,0,0,3,1
5009094,1,1,1,1,765000,4,1,1,1,12197,1194,1,1,0,0,3,0
5009095,1,1,1,1,765000,4,1,1,1,12197,1194,1,1,0,0,3,0
5009096,0,0,1,1,270000,0,4,1,1,13679,4391,1,0,0,1,3,7
5009097,0,0,1,1,270000,0,4,1,1,13679,4391,1,0,0,1,3,7
5009098,0,0,1,1,270000,0,4,1,1,13679,4391,1,0,0,1,3,7
5009099,0,0,1,0,315000,4,1,2,1,13271,555,1,0,0,0,1,7
5009100,0,0,1,0,315000,4,1,2,1,13271,555,1,0,0,0,1,7
5009103,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7
5009104,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7
5009105,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7
5009106,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7
5112876,1,1,1,2,157500,4,4,1,5,12859,4056,1,0,1,0,4,7
5009108,1,0,1,0,360000,0,4,1,1,15321,2747,1,0,0,0,2,0
5009109,1,0,1,0,360000,0,4,1,1,15321,2747,1,0,0,0,2,6
5009110,0,0,1,0,112500,0,1,1,1,8842,312,1,0,0,1,2,1
5009116,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009117,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7
5009118,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009120,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009122,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009123,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7
5009124,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009125,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7
5009126,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009127,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7
5009128,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009129,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009130,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,7
5009131,0,0,0,0,157500,0,1,2,5,15737,432,1,0,0,0,1,6
5009133,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,7
5009134,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,6
5009135,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,7
5009136,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,6
5009137,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,7
5009138,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,7
5009139,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,7
5009140,1,0,1,0,382500,1,4,4,1,21673,365243,1,0,0,0,1,7
5009141,0,0,0,0,135000,4,4,0,1,9657,1560,1,1,1,0,2,6
5009142,0,0,0,0,135000,4,4,0,1,9657,1560,1,1,1,0,2,6
5009143,1,1,0,0,225000,1,4,0,1,18289,365243,1,0,0,0,2,6
5009144,1,1,0,0,225000,1,4,0,1,18289,365243,1,0,0,0,2,7
5009145,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6
5009146,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6
5009147,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6
5009149,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6
5009150,1,1,0,0,315000,4,1,1,1,15825,3720,1,1,1,0,2,6
5009151,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009152,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009153,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009154,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009155,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009156,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009157,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009158,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009159,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009160,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009161,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,6
5009162,0,0,0,0,180000,4,4,1,1,19575,2901,1,0,0,0,2,7
5009163,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0
5009164,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0
5009165,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0
5009166,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0
5009168,0,0,0,0,157500,4,4,1,1,12915,3174,1,0,1,0,2,0
5009170,0,1,0,0,144000,1,4,1,1,22877,365243,1,0,1,1,2,6
5009177,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7
5009178,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7
5009179,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,6
5009180,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7
5009181,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7
5009182,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,6
5009183,1,1,0,0,229500,4,2,1,0,18325,1256,1,0,0,0,2,7
5009186,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,1
5009187,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,0
5009188,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6
5009189,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,7
5009190,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6
5009191,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6
5009192,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6
5009193,0,0,0,0,270000,4,1,1,1,17573,5792,1,1,1,0,2,6
5009195,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009196,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009198,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,6
5009201,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009202,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,0
5009203,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009204,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,0
5009205,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009206,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009207,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009208,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,7
5009209,0,0,0,0,292500,2,4,1,1,20953,8684,1,1,1,0,2,1
